Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
Timestamp              , Class     , Confidence         , X1 , Y1 , X2 , Y2
2025-03-12 12:45:44.001, person    , 0.8749593496322632 , 100, 81 , 569, 479
2025-03-12 12:45:46.273, person    , 0.9284329414367676 , 95 , 83 , 611, 478
2025-03-12 12:45:46.273, cell phone, 0.867121160030365  , 437, 124, 587, 362
2025-03-12 12:45:48.444, person    , 0.9575622081756592 , 95 , 83 , 586, 478
2025-03-12 12:45:50.673, person    , 0.9628771543502808 , 57 , 41 , 613, 478
2025-03-12 12:45:52.689, person    , 0.9586646556854248 , 56 , 42 , 620, 478
2025-03-12 12:45:54.895, person    , 0.9594675898551941 , 56 , 43 , 618, 478
2025-03-12 12:45:57.007, person    , 0.956519603729248  , 56 , 43 , 619, 478
2025-03-12 12:45:59.136, person    , 0.9581230878829956 , 54 , 43 , 620, 478
2025-03-12 12:46:01.536, person    , 0.9623048901557922 , 57 , 43 , 619, 478
2025-03-12 12:46:03.649, person    , 0.957992434501648  , 58 , 43 , 620, 478
2025-03-12 12:46:05.825, person    , 0.9552609920501709 , 55 , 43 , 620, 478
2025-03-12 12:46:07.984, person    , 0.9573493599891663 , 54 , 43 , 616, 479
2025-03-12 12:46:10.352, person    , 0.9606002569198608 , 56 , 43 , 617, 478
2025-03-12 12:46:12.369, person    , 0.9589606523513794 , 55 , 43 , 620, 478
2025-03-12 12:46:14.457, person    , 0.9550116062164307 , 54 , 43 , 620, 478
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
Timestamp,Class,Confidence,X1,Y1,X2,Y2
2025-03-13 17:53:03.897,person,0.9458495378494263,90,66,639,478
2025-03-13 17:53:06.200,person,0.9461398124694824,90,66,640,478
2025-03-13 17:53:08.297,person,0.9579936265945435,104,121,622,478
2025-03-13 17:53:10.345,person,0.9592094421386719,105,122,620,478
2025-03-13 17:53:12.570,person,0.9253283143043518,137,83,638,478
2025-03-13 17:53:12.570,person,0.7185737490653992,0,205,82,479
2025-03-13 17:53:14.683,person,0.7717524766921997,220,358,436,479
2025-03-13 17:53:14.683,person,0.7063421607017517,0,284,185,479
2025-03-13 17:53:16.857,person,0.8494791388511658,346,376,500,479
2025-03-13 17:53:16.857,person,0.780421793460846,70,318,277,479
2025-03-13 17:53:19.034,person,0.8230361342430115,344,375,499,479
2025-03-13 17:53:19.034,person,0.7025713324546814,73,313,299,479
2025-03-13 17:53:19.034,person,0.35370200872421265,72,315,342,479
2025-03-13 17:53:21.097,person,0.8771864771842957,344,374,500,479
2025-03-13 17:53:21.098,person,0.818985641002655,70,314,275,479
2025-03-13 17:53:21.098,laptop,0.48114052414894104,135,464,345,479
2025-03-13 17:53:21.098,laptop,0.4041217863559723,135,463,344,479
2025-03-13 17:53:21.098,chair,0.25173649191856384,497,456,562,479
2025-03-13 17:53:23.226,person,0.8757321238517761,344,374,501,479
2025-03-13 17:53:23.226,person,0.8506883382797241,70,314,275,479
2025-03-13 17:53:23.226,laptop,0.48066192865371704,136,463,343,479
2025-03-13 17:53:23.226,chair,0.3156262934207916,498,456,563,479
2025-03-13 17:53:25.337,person,0.8519046306610107,345,375,501,479
2025-03-13 17:53:25.337,person,0.797796368598938,64,313,276,479
2025-03-13 17:53:25.337,laptop,0.4009633958339691,139,463,342,479
2025-03-13 17:53:25.337,laptop,0.29732146859169006,138,464,345,479
2025-03-13 17:53:27.353,person,0.8724308013916016,344,375,501,479
2025-03-13 17:53:27.353,person,0.8708170056343079,62,311,274,479
2025-03-13 17:53:27.353,laptop,0.396179735660553,139,463,343,479
2025-03-13 17:53:27.353,chair,0.2778169810771942,498,456,563,479
2025-03-13 17:53:29.610,person,0.8983389139175415,344,373,500,479
2025-03-13 17:53:29.610,person,0.8466604948043823,68,312,264,479
2025-03-13 17:53:29.610,person,0.5345110893249512,260,404,297,466
2025-03-13 17:53:29.610,laptop,0.3850362002849579,109,464,342,479
2025-03-13 17:53:29.610,chair,0.3295340836048126,498,456,562,479
2025-03-13 17:53:31.643,person,0.8705829381942749,344,374,499,479
2025-03-13 17:53:31.643,person,0.8663172721862793,42,310,278,479
2025-03-13 17:53:31.643,laptop,0.388245165348053,113,464,342,479
2025-03-13 17:53:33.751,person,0.8763576745986938,344,374,501,479
2025-03-13 17:53:33.751,person,0.7964684367179871,66,316,276,479
2025-03-13 17:53:33.751,laptop,0.5147677659988403,114,463,339,479
2025-03-13 17:53:35.897,person,0.8835890293121338,344,374,500,479
2025-03-13 17:53:35.897,person,0.7838525176048279,67,316,278,479
2025-03-13 17:53:35.897,laptop,0.45714545249938965,114,463,339,479
2025-03-13 17:53:38.024,person,0.8756629824638367,343,374,500,479
2025-03-13 17:53:38.024,person,0.7787771224975586,74,316,336,479
2025-03-13 17:53:38.024,laptop,0.31438249349594116,108,463,338,479
2025-03-13 17:53:40.359,person,0.8872405290603638,344,374,500,479
2025-03-13 17:53:40.359,person,0.7694478631019592,71,315,291,479
2025-03-13 17:53:40.359,laptop,0.3472132086753845,112,463,339,479
2025-03-13 17:53:42.408,person,0.8842541575431824,343,374,500,479
2025-03-13 17:53:42.408,person,0.8060665726661682,70,315,285,479
2025-03-13 17:53:42.423,laptop,0.5261964797973633,113,463,340,479
2025-03-13 17:53:42.423,laptop,0.3411898910999298,115,463,340,479
2025-03-13 17:53:44.426,person,0.8931041955947876,343,374,500,479
2025-03-13 17:53:44.426,person,0.8330345749855042,70,314,285,479
2025-03-13 17:53:44.426,laptop,0.3345911204814911,113,463,340,479
2025-03-13 17:53:46.712,person,0.8886114954948425,344,375,500,479
2025-03-13 17:53:46.712,person,0.8746654987335205,60,310,275,479
2025-03-13 17:53:46.712,laptop,0.5551736354827881,114,464,338,479
2025-03-13 17:53:46.712,laptop,0.36339113116264343,113,464,341,479
2025-03-13 17:53:48.873,person,0.884834885597229,344,375,499,479
2025-03-13 17:53:48.873,person,0.8687264919281006,25,301,261,479
2025-03-13 17:53:48.873,laptop,0.4032128155231476,111,463,339,479
2025-03-13 17:53:48.873,chair,0.28094854950904846,498,457,552,479
2025-03-13 17:53:50.985,person,0.887910783290863,34,288,269,479
2025-03-13 17:53:50.985,person,0.8610373139381409,343,372,500,479
2025-03-13 17:53:50.985,laptop,0.2912920117378235,80,463,338,479
2025-03-13 17:53:53.096,person,0.9189134836196899,31,285,258,479
2025-03-13 17:53:53.096,person,0.8804087042808533,343,373,500,479
2025-03-13 17:53:53.096,laptop,0.5302956700325012,113,463,338,479
2025-03-13 17:53:55.454,person,0.9184186458587646,29,286,250,479
2025-03-13 17:53:55.454,person,0.8691942691802979,344,373,499,479
2025-03-13 17:53:55.454,laptop,0.6244387030601501,111,463,338,479
2025-03-13 17:53:57.771,person,0.9180133938789368,32,289,252,479
